Unnamed: 0,index,Bacteria,NP_Synthesis,Drug,Drug_class_drug_bank,Drug_dose,NP_concentration,NP size_min,NP size_max,shape,method,ZOI_drug,ZOI_NP,fold_increase_in_antibacterial_activity (%),MDR_check,NP_Synthesis_Chem,Tax_id,genus,species,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MolWt,MolLogP,fr_lactam,fr_lactone,NumAliphaticRings,NumAromaticHeterocycles,d_to_Micrococcus luteus,d_to_Staphylococcus aureus,d_to_Candida albicans
337,193,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,15.0,,0.8,0,0,['198620'],Pseudomonas,Pseudomonas fluorescens group,n,24.0,30,soil,585.6080000000002,-8.424200000000015,0.0,0.0,3.0,0.0,14,14,18
774,194,Salmonella enterica,green_synthesis  by Bacillus sp.,Levofloxacin,"
Quinolines and derivatives",5.0,10.0,14.0,42.0,spherical,disc_diffusion,15.0,15.0,0.8,0,0,['28901'],Salmonella,Salmonella enterica,n,12.0,37,food,361.37300000000005,1.5439999999999998,0.0,0.0,2.0,1.0,14,14,18
354,195,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,,0.6,0,0,['198620'],Pseudomonas,Pseudomonas fluorescens group,n,24.0,30,soil,733.9370000000002,1.785600000000004,0.0,1.0,3.0,0.0,14,14,18
649,196,Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,,100.0,5.0,30.0,spherical,disc_diffusion,16.0,15.0,0.56,0,0,['1351'],Enterococcus,Enterococcus faecalis,p,24.0,37,urine,299.35200000000003,-0.17602999999999924,1.0,0.0,2.0,0.0,12,8,18
368,197,Salmonella typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,,0.4,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,444.44000000000017,-0.21439999999999837,0.0,0.0,3.0,0.0,14,14,18
386,198,Salmonella typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.2,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,477.45600000000013,-4.953199999999996,1.0,0.0,2.0,1.0,14,14,18
650,199,Micrococcus luteus,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,,100.0,5.0,30.0,spherical,disc_diffusion,18.0,14.0,0.23,0,0,['1270'],Micrococcus,Micrococcus luteus,p,240.0,30,soil,299.35200000000003,-0.17602999999999924,1.0,0.0,2.0,0.0,0,12,18
128,200,Escherichia coli,green_synthesis using Ulva fasciata ,Oxacillin,Carboxylic acids and derivatives,1.0,42.7,14.45,15.55,spherical,disc_diffusion,19.0,,,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,401.44400000000013,1.89532,1.0,0.0,2.0,1.0,14,14,18
392,201,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,,0.1,0,0,['550'],Enterobacter,Enterobacter cloacae complex,n,12.0,30,water,585.6080000000002,-8.424200000000015,0.0,0.0,3.0,0.0,14,14,18
393,202,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,,0.1,0,0,['198620'],Pseudomonas,Pseudomonas fluorescens group,n,24.0,30,soil,462.4550000000002,-1.1722999999999981,0.0,0.0,3.0,0.0,14,14,18
394,203,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,,0.1,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,444.44000000000017,-0.21439999999999837,0.0,0.0,3.0,0.0,14,14,18
395,204,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['1423'],Bacillus,Bacillus subtilis group,p,0.16,30,soil,585.6080000000002,-8.424200000000015,0.0,0.0,3.0,0.0,12,6,18
396,205,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['618'],Serratia,Serratia odorifera,n,,30,soil,585.6080000000002,-8.424200000000015,0.0,0.0,3.0,0.0,14,14,18
397,206,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['618'],Serratia,Serratia odorifera,n,,30,soil,365.4110000000001,0.023700000000000443,1.0,0.0,2.0,0.0,14,14,18
398,207,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,477.45600000000013,-4.953199999999996,1.0,0.0,2.0,1.0,12,0,18
399,208,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['550'],Enterobacter,Enterobacter cloacae complex,n,12.0,30,water,546.5870000000002,-1.2991999999999946,1.0,0.0,2.0,2.0,14,14,18
400,209,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['584'],Proteus,Proteus mirabilis,n,24.0,37,urine,546.5870000000002,-1.2991999999999946,1.0,0.0,2.0,2.0,14,14,18
401,210,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,546.5870000000002,-1.2991999999999946,1.0,0.0,2.0,2.0,14,14,18
402,211,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,546.5870000000002,-1.2991999999999946,1.0,0.0,2.0,2.0,14,14,18
403,212,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['550'],Enterobacter,Enterobacter cloacae complex,n,12.0,30,water,554.592,-1.198999999999999,1.0,0.0,2.0,2.0,14,14,18
404,213,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['618'],Serratia,Serratia odorifera,n,,30,soil,462.4550000000002,-1.1722999999999981,0.0,0.0,3.0,0.0,14,14,18
405,214,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,733.9370000000002,1.785600000000004,0.0,1.0,3.0,0.0,14,14,18
406,215,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['1423'],Bacillus,Bacillus subtilis group,p,0.16,30,soil,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,12,6,18
407,216,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['584'],Proteus,Proteus mirabilis,n,24.0,37,urine,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,14,14,18
408,217,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['618'],Serratia,Serratia odorifera,n,,30,soil,372.4870000000001,-3.4698999999999973,1.0,0.0,2.0,0.0,14,14,18
409,218,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,517.5640000000003,-0.24029999999999685,1.0,0.0,3.0,0.0,14,14,18
410,219,Acinetobacter baumannii,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['470'],Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,n,24.0,37,urine,822.9530000000003,4.335420000000004,0.0,0.0,4.0,0.0,14,14,18
411,220,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,,0.0,0,0,['584'],Proteus,Proteus mirabilis,n,24.0,37,urine,581.5800000000005,-8.161100000000008,0.0,0.0,3.0,0.0,14,14,18
839,221,Acinetobacter baumannii,green_synthesis using C. zylinicum aqueous extracts,Gentamicin,Aminoglycosides,20.0,20.0,10.0,78.9,spherical,well_diffusion,17.3,22.0,,0,0,['470'],Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,n,24.0,37,urine,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,14,14,18
716,222,Staphylococcus aureus,green_synthesis  using fungus Trichoderma,Ampicillin,Lactams,10.0,10.0,5.0,40.0,spherical,disc_diffusion,11.0,,0.7273,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,12,0,18
736,223,Staphylococcus aureus,green_synthesis from fungus Trichoderma viride,Ampicillin,Lactams,10.0,,5.0,40.0,spherical,disc_diffusion,11.0,,0.7273,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,12,0,18
309,224,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,13.0,,1.1,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,238.15899999999996,0.07349999999999995,0.0,0.0,1.0,1.0,14,14,18
721,225,Salmonella typhi,green_synthesis  using fungus Trichoderma,Kanamycin,Organooxygen compounds,10.0,10.0,5.0,40.0,spherical,disc_diffusion,13.0,,0.4615,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,484.50300000000016,-7.2914000000000065,0.0,0.0,3.0,0.0,14,14,18
741,226,Salmonella typhi,green_synthesis from fungus Trichoderma viride,Kanamycin,Organooxygen compounds,10.0,,5.0,40.0,spherical,disc_diffusion,13.0,,0.4615,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,484.50300000000016,-7.2914000000000065,0.0,0.0,3.0,0.0,14,14,18
648,227,Bacillus sp.,green_synthesis from fungus  Aspergillus flavus,Vancomycin,Carboxylic acids and derivatives,30.0,100.0,5.0,30.0,spherical,disc_diffusion,16.0,15.0,0.41,0,0,['1386'],Bacillus,unclassified Bacillus,p,4.0,30,soil,1449.2710000000004,0.10620000000000512,0.0,0.0,7.0,0.0,12,6,18
384,228,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.1,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,12,0,18
385,229,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.1,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,1449.2710000000004,0.10620000000000512,0.0,0.0,7.0,0.0,14,14,18
390,230,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,,0.0,0,0,['1423'],Bacillus,Bacillus subtilis group,p,0.16,30,soil,462.4550000000002,-1.1722999999999981,0.0,0.0,3.0,0.0,12,6,18
391,231,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,,0.0,0,0,['1423'],Bacillus,Bacillus subtilis group,p,0.16,30,soil,733.9370000000002,1.785600000000004,0.0,1.0,3.0,0.0,12,6,18
389,232,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.5,,0.0,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,554.592,-1.198999999999999,1.0,0.0,2.0,2.0,14,14,18
117,233,Staphylococcus aureus,green_synthesis using Ulva fasciata ,Fosfomycin,"
Organic phosphonic acids and derivatives",50.0,42.22,14.45,15.55,spherical,disc_diffusion,0.0,,,1,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,138.059,-0.09110000000000007,0.0,0.0,1.0,0.0,12,0,18
642,234,Acinetobacter baumannii,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100.0,5.0,30.0,spherical,disc_diffusion,8.0,15.0,4.06,0,0,['470'],Acinetobacter,Acinetobacter calcoaceticus/baumannii complex,n,24.0,37,urine,331.34700000000004,1.5833,0.0,0.0,2.0,1.0,14,14,18
271,235,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,9.0,,3.0,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,546.5870000000002,-1.2991999999999946,1.0,0.0,2.0,2.0,14,14,18
283,236,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,10.0,,2.2,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,585.6080000000002,-8.424200000000015,0.0,0.0,3.0,0.0,14,14,18
645,237,Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100.0,5.0,30.0,spherical,disc_diffusion,14.0,14.0,0.65,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,14,14,18
334,238,Salmonella typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,15.0,,0.4,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,554.592,-1.198999999999999,1.0,0.0,2.0,2.0,14,14,18
335,239,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,15.0,,0.4,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,554.592,-1.198999999999999,1.0,0.0,2.0,2.0,14,14,18
336,240,Salmonella typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,15.0,,0.4,0,0,['90370'],Salmonella,Salmonella enterica,n,168.0,37,blood,517.5640000000003,-0.24029999999999685,1.0,0.0,3.0,0.0,14,14,18
351,241,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,,0.3,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,477.45600000000013,-4.953199999999996,1.0,0.0,2.0,1.0,14,14,18
352,242,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,,0.3,0,0,['488'],Neisseria,Neisseria mucosa,n,24.0,30,sputum,2392.970999999998,-10.879699999999966,0.0,0.0,2.0,0.0,14,14,18
353,243,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,,0.3,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,581.5800000000005,-8.161100000000008,0.0,0.0,3.0,0.0,12,0,18
647,244,Klebsiella pneumoniae,green_synthesis from fungus  Aspergillus flavus,Vancomycin,Carboxylic acids and derivatives,30.0,100.0,5.0,30.0,spherical,disc_diffusion,16.0,14.0,0.27,0,0,['573'],Klebsiella,Klebsiella pneumoniae,n,24.0,30,respiratory tract,1449.2710000000004,0.10620000000000512,0.0,0.0,7.0,0.0,14,14,18
369,245,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['198620'],Pseudomonas,Pseudomonas fluorescens group,n,24.0,30,soil,477.45600000000013,-4.953199999999996,1.0,0.0,2.0,1.0,14,14,18
370,246,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['584'],Proteus,Proteus mirabilis,n,24.0,37,urine,554.592,-1.198999999999999,1.0,0.0,2.0,2.0,14,14,18
371,247,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['550'],Enterobacter,Enterobacter cloacae complex,n,12.0,30,water,462.4550000000002,-1.1722999999999981,0.0,0.0,3.0,0.0,14,14,18
372,248,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['727'],Haemophilus,Haemophilus influenzae,n,24.0,37,respiratory tract,733.9370000000002,1.785600000000004,0.0,1.0,3.0,0.0,14,14,18
373,249,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,285.32099999999997,0.3736999999999999,1.0,0.0,3.0,0.0,14,14,18
374,250,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,285.32099999999997,0.3736999999999999,1.0,0.0,3.0,0.0,12,0,18
375,251,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['573'],Klebsiella,Klebsiella pneumoniae,n,24.0,30,respiratory tract,477.60300000000035,-3.327499999999995,0.0,0.0,3.0,0.0,14,14,18
376,252,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['550'],Enterobacter,Enterobacter cloacae complex,n,12.0,30,water,484.50300000000016,-7.2914000000000065,0.0,0.0,3.0,0.0,14,14,18
377,253,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['550'],Enterobacter,Enterobacter cloacae complex,n,12.0,30,water,517.5640000000003,-0.24029999999999685,1.0,0.0,3.0,0.0,14,14,18
378,254,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['573'],Klebsiella,Klebsiella pneumoniae,n,24.0,30,respiratory tract,517.5640000000003,-0.24029999999999685,1.0,0.0,3.0,0.0,14,14,18
379,255,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['584'],Proteus,Proteus mirabilis,n,24.0,37,urine,517.5640000000003,-0.24029999999999685,1.0,0.0,3.0,0.0,14,14,18
380,256,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['670'],Vibrio,Vibrio harveyi group,n,8.0,30,water,822.9530000000003,4.335420000000004,0.0,0.0,4.0,0.0,14,14,18
381,257,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['573'],Klebsiella,Klebsiella pneumoniae,n,24.0,30,respiratory tract,444.44000000000017,-0.21439999999999837,0.0,0.0,3.0,0.0,14,14,18
382,258,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['584'],Proteus,Proteus mirabilis,n,24.0,37,urine,444.44000000000017,-0.21439999999999837,0.0,0.0,3.0,0.0,14,14,18
383,259,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,,0.0,0,0,['198620'],Pseudomonas,Pseudomonas fluorescens group,n,24.0,30,soil,1449.2710000000004,0.10620000000000512,0.0,0.0,7.0,0.0,14,14,18
775,260,Staphylococcus epidermidis,green_synthesis  by Bacillus sp.,Ciprofloxacin,"
Quinolines and derivatives",30.0,10.0,14.0,42.0,spherical,disc_diffusion,18.0,19.0,0.0,0,0,['1282'],Staphylococcus,Staphylococcus epidermidis,p,24.0,37,nose,331.34700000000004,1.5833,0.0,0.0,2.0,1.0,12,2,18
640,261,Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,Vancomycin,Carboxylic acids and derivatives,30.0,100.0,5.0,30.0,spherical,disc_diffusion,0.0,14.0,7.02,1,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,1449.2710000000004,0.10620000000000512,0.0,0.0,7.0,0.0,14,14,18
257,262,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,,4.9,0,0,['287'],Pseudomonas,Pseudomonas aeruginosa group,n,24.0,37,soil,323.13199999999995,0.9089999999999998,0.0,0.0,0.0,0.0,14,14,18
715,263,Micrococcus luteus,green_synthesis  using fungus Trichoderma,Ampicillin,Lactams,10.0,10.0,5.0,40.0,spherical,disc_diffusion,10.0,,0.7,0,0,['1270'],Micrococcus,Micrococcus luteus,p,240.0,30,soil,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,0,12,18
735,264,Micrococcus luteus,green_synthesis from fungus Trichoderma viride,Ampicillin,Lactams,10.0,,5.0,40.0,spherical,disc_diffusion,10.0,,0.7,0,0,['1270'],Micrococcus,Micrococcus luteus,p,240.0,30,soil,349.4120000000001,0.3181000000000002,1.0,0.0,2.0,0.0,0,12,18
318,265,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,14.0,,0.5,0,0,['727'],Haemophilus,Haemophilus influenzae,n,24.0,37,respiratory tract,477.45600000000013,-4.953199999999996,1.0,0.0,2.0,1.0,14,14,18
348,266,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,,0.1,0,0,['198620'],Pseudomonas,Pseudomonas fluorescens group,n,24.0,30,soil,546.5870000000002,-1.2991999999999946,1.0,0.0,2.0,2.0,14,14,18
349,267,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,,0.1,0,0,['1280'],Staphylococcus,Staphylococcus aureus,p,24.0,37,skin,484.50300000000016,-7.2914000000000065,0.0,0.0,3.0,0.0,12,0,18
350,268,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,,0.1,0,0,['562'],Escherichia,Escherichia coli,n,48.0,37,urine,290.32300000000004,1.2575999999999998,0.0,0.0,0.0,1.0,14,14,18
355,269,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,,0.0,0,0,['573'],Klebsiella,Klebsiella pneumoniae,n,24.0,30,respiratory tract,585.6080000000002,-8.424200000000015,0.0,0.0,3.0,0.0,14,14,18
356,270,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,,0.0,0,0,['584'],Proteus,Proteus mirabilis,n,24.0,37,urine,585.6080000000002,-8.424200000000015,0.0,0.0,3.0,0.0,14,14,18
357,271,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,,0.0,0,0,['727'],Haemophilus,Haemophilus influenzae,n,24.0,37,respiratory tract,546.5870000000002,-1.2991999999999946,1.0,0.0,2.0,2.0,14,14,18
