,Drug_dose,NP_concentration,NP size_min,NP size_max,shape,ZOI_drug,ZOI_drug_NP,MDR_check,NP_Synthesis_Chem,NP_Synthesis_Green,NP_Synthesis_Bio,gram,"min_Incub_period, h",biosafety_level,MolLogP,fr_lactam,NumAromaticHeterocycles,d_to_Micrococcus luteus,d_to_Neisseria mucosa,d_to_Candida albicans
146,500.0,30.000000000000004,8.0,20.0,1.0,21.0,21.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,-1.2991999999999955,1.0,2.0,12.0,14.0,18.0
147,500.0,30.000000000000004,8.0,20.0,1.0,21.0,21.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
148,500.0,30.000000000000004,8.0,20.0,1.0,21.0,21.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.172299999999999,0.0,0.0,14.0,10.0,18.0
149,500.0,30.000000000000004,8.0,20.0,1.0,21.0,21.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,-1.172299999999999,0.0,0.0,14.0,10.0,18.0
150,500.0,30.000000000000004,8.0,20.0,1.0,21.0,21.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,4.335420000000004,0.0,0.0,14.0,10.0,18.0
151,500.0,30.000000000000004,8.0,20.0,1.0,21.0,21.0,0.0,0.0,1.0,0.0,-1.0,12.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
152,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,20.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,1.2576000000000005,0.0,1.0,12.0,14.0,18.0
153,500.0,30.000000000000004,8.0,20.0,1.0,11.0,20.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,0.07350000000000063,0.0,1.0,12.0,14.0,18.0
154,10.0,10.0,5.0,40.0,0.0,11.0,20.0,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,0.31810000000000016,1.0,0.0,14.0,10.0,18.0
155,10.0,10.0,5.0,40.0,0.0,11.0,20.0,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,0.31810000000000016,1.0,0.0,14.0,10.0,18.0
156,15.813798108137881,100.0,5.0,30.0,0.0,12.0,20.0,0.0,0.0,0.0,1.0,-1.0,24.0,2.0,-0.17602999999999877,1.0,0.0,14.0,10.0,18.0
157,50.0,10.0,14.0,42.0,0.0,13.0,20.0,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
158,500.0,30.000000000000004,8.0,20.0,1.0,15.0,20.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,-8.424200000000015,0.0,0.0,14.0,10.0,18.0
159,5.0,10.0,14.0,42.0,0.0,15.0,20.0,0.0,0.0,0.0,1.0,-1.0,12.0,2.0,1.544,0.0,1.0,14.0,10.0,18.0
160,500.0,30.000000000000004,8.0,20.0,1.0,16.0,20.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,1.785600000000004,0.0,0.0,14.0,10.0,18.0
161,16.200453671148402,100.0,5.0,30.0,0.0,16.0,20.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,-0.17602999999999877,1.0,0.0,12.0,14.0,18.0
162,500.0,30.000000000000004,8.0,20.0,1.0,17.0,20.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
163,500.0,30.000000000000004,8.0,20.0,1.0,18.0,20.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
164,10.0,100.0,5.0,30.0,0.0,18.0,20.0,0.0,0.0,0.0,1.0,1.0,240.0,1.0,-0.17602999999999877,1.0,0.0,0.0,14.0,18.0
165,1.0,42.7,14.449999999999998,15.55,0.0,19.0,20.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,1.8953200000000003,1.0,1.0,14.0,10.0,18.0
166,500.0,30.000000000000004,8.0,20.0,1.0,19.0,20.0,0.0,0.0,1.0,0.0,-1.0,12.0,2.0,-8.424200000000015,0.0,0.0,14.0,10.0,18.0
167,500.0,30.000000000000004,8.0,20.0,1.0,19.0,20.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,-1.172299999999999,0.0,0.0,14.0,10.0,18.0
168,500.0,30.000000000000004,8.0,20.0,1.0,19.0,20.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
169,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,-8.424200000000015,0.0,0.0,12.0,14.0,18.0
170,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,-8.424200000000015,0.0,0.0,14.0,10.0,18.0
171,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,0.023700000000000557,1.0,0.0,14.0,10.0,18.0
172,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-4.953199999999996,1.0,1.0,12.0,14.0,18.0
173,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,12.0,2.0,-1.2991999999999955,1.0,2.0,14.0,10.0,18.0
174,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.2991999999999955,1.0,2.0,14.0,10.0,18.0
175,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.2991999999999955,1.0,2.0,14.0,10.0,18.0
176,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-1.2991999999999955,1.0,2.0,14.0,10.0,18.0
177,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,12.0,2.0,-1.1989999999999987,1.0,2.0,14.0,10.0,18.0
178,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,-1.172299999999999,0.0,0.0,14.0,10.0,18.0
179,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,1.785600000000004,0.0,0.0,14.0,10.0,18.0
180,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,-3.327499999999995,0.0,0.0,12.0,14.0,18.0
181,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
182,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,12.0,1.0,-3.469899999999997,1.0,0.0,14.0,10.0,18.0
183,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
184,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,4.335420000000004,0.0,0.0,14.0,10.0,18.0
185,500.0,30.000000000000004,8.0,20.0,1.0,20.0,20.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-8.161100000000008,0.0,0.0,14.0,10.0,18.0
186,10.0,10.0,5.0,40.0,0.0,11.0,19.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,0.31810000000000016,1.0,0.0,12.0,14.0,18.0
187,10.0,10.0,5.0,40.0,0.0,11.0,19.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,0.31810000000000016,1.0,0.0,12.0,14.0,18.0
188,500.0,30.000000000000004,8.0,20.0,1.0,13.0,19.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,0.07350000000000063,0.0,1.0,14.0,10.0,18.0
189,10.0,10.0,5.0,40.0,0.0,13.0,19.0,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,-7.2914000000000065,0.0,0.0,14.0,10.0,18.0
190,10.0,10.0,5.0,40.0,0.0,13.0,19.0,0.0,0.0,0.0,1.0,-1.0,168.0,2.0,-7.2914000000000065,0.0,0.0,14.0,10.0,18.0
191,30.0,100.0,5.0,30.0,0.0,16.0,19.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.10620000000000603,0.0,0.0,12.0,14.0,18.0
192,500.0,30.000000000000004,8.0,20.0,1.0,18.0,19.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,0.31810000000000016,1.0,0.0,12.0,14.0,18.0
193,500.0,30.000000000000004,8.0,20.0,1.0,18.0,19.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,0.10620000000000603,0.0,0.0,14.0,10.0,18.0
194,500.0,30.000000000000004,8.0,20.0,1.0,19.0,19.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,-1.172299999999999,0.0,0.0,12.0,14.0,18.0
195,500.0,30.000000000000004,8.0,20.0,1.0,19.0,19.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,1.785600000000004,0.0,0.0,12.0,14.0,18.0
196,500.0,30.000000000000004,8.0,20.0,1.0,18.5,18.5,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.1989999999999987,1.0,2.0,14.0,10.0,18.0
197,50.0,42.22,14.449999999999998,15.55,0.0,0.0,18.0,1.0,0.0,0.0,1.0,1.0,24.0,2.0,-0.09110000000000038,0.0,0.0,12.0,14.0,18.0
198,10.0,100.0,5.0,30.0,0.0,8.0,18.0,0.0,0.0,0.0,1.0,-1.0,24.0,2.0,1.5833000000000002,0.0,1.0,14.0,10.0,18.0
199,500.0,30.000000000000004,8.0,20.0,1.0,9.0,18.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,-1.2991999999999955,1.0,2.0,14.0,10.0,18.0
200,500.0,30.000000000000004,8.0,20.0,1.0,10.0,18.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,-8.424200000000015,0.0,0.0,14.0,10.0,18.0
201,10.0,100.0,5.0,30.0,0.0,13.999999999999998,18.0,0.0,0.0,0.0,1.0,-1.0,24.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
202,500.0,30.000000000000004,8.0,20.0,1.0,15.0,18.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,-1.1989999999999987,1.0,2.0,14.0,10.0,18.0
203,500.0,30.000000000000004,8.0,20.0,1.0,15.0,18.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-1.1989999999999987,1.0,2.0,14.0,10.0,18.0
204,500.0,30.000000000000004,8.0,20.0,1.0,15.0,18.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
205,500.0,30.000000000000004,8.0,20.0,1.0,16.0,18.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
206,500.0,30.000000000000004,8.0,20.0,1.0,16.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-10.879699999999966,0.0,0.0,14.0,0.0,18.0
207,500.0,30.000000000000004,8.0,20.0,1.0,16.0,18.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-8.161100000000008,0.0,0.0,12.0,14.0,18.0
208,30.0,100.0,5.0,30.0,0.0,16.0,18.0,0.0,0.0,0.0,1.0,-1.0,24.0,2.0,0.10620000000000603,0.0,0.0,14.0,10.0,18.0
209,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
210,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.1989999999999987,1.0,2.0,14.0,10.0,18.0
211,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,12.0,2.0,-1.172299999999999,0.0,0.0,14.0,10.0,18.0
212,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,1.785600000000004,0.0,0.0,14.0,10.0,18.0
213,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,0.3736999999999991,1.0,0.0,14.0,10.0,18.0
214,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,0.3736999999999991,1.0,0.0,12.0,14.0,18.0
215,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
216,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,12.0,2.0,-7.2914000000000065,0.0,0.0,14.0,10.0,18.0
217,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,12.0,2.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
218,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
219,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
220,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,4.335420000000004,0.0,0.0,14.0,10.0,18.0
221,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
222,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
223,500.0,30.000000000000004,8.0,20.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,0.10620000000000603,0.0,0.0,14.0,10.0,18.0
224,30.0,10.0,14.0,42.0,0.0,18.0,18.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,1.5833000000000002,0.0,1.0,12.0,14.0,18.0
225,30.0,100.0,5.0,30.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,-1.0,24.0,2.0,0.10620000000000603,0.0,0.0,14.0,10.0,18.0
226,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
227,10.0,10.0,5.0,40.0,0.0,10.0,17.0,0.0,0.0,0.0,1.0,1.0,240.0,1.0,0.31810000000000016,1.0,0.0,0.0,14.0,18.0
228,10.0,10.0,5.0,40.0,0.0,10.0,17.0,0.0,0.0,0.0,1.0,1.0,240.0,1.0,0.31810000000000016,1.0,0.0,0.0,14.0,18.0
229,500.0,30.000000000000004,8.0,20.0,1.0,13.999999999999998,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
230,500.0,30.000000000000004,8.0,20.0,1.0,16.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,-1.2991999999999955,1.0,2.0,14.0,10.0,18.0
231,500.0,30.000000000000004,8.0,20.0,1.0,16.0,17.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-7.2914000000000065,0.0,0.0,12.0,14.0,18.0
232,500.0,30.000000000000004,8.0,20.0,1.0,16.0,17.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,1.2576000000000005,0.0,1.0,14.0,10.0,18.0
233,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-8.424200000000015,0.0,0.0,14.0,10.0,18.0
234,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-8.424200000000015,0.0,0.0,14.0,10.0,18.0
235,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.2991999999999955,1.0,2.0,14.0,10.0,18.0
236,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-1.1989999999999987,1.0,2.0,12.0,14.0,18.0
237,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
238,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.3736999999999991,1.0,0.0,14.0,10.0,18.0
239,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,12.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
240,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
241,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-3.327499999999995,0.0,0.0,12.0,14.0,18.0
242,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-7.2914000000000065,0.0,0.0,14.0,10.0,18.0
243,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
244,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,4.335420000000004,0.0,0.0,14.0,10.0,18.0
245,500.0,30.000000000000004,8.0,20.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.21439999999999926,0.0,0.0,14.0,10.0,18.0
246,2.5,100.0,5.0,30.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,1.0,24.0,2.0,1.2576000000000005,0.0,1.0,12.0,14.0,18.0
247,10.0,100.0,5.0,30.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,-1.0,24.0,2.0,-3.327499999999995,0.0,0.0,14.0,10.0,18.0
248,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-7.2914000000000065,0.0,0.0,14.0,10.0,18.0
249,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.07350000000000063,0.0,1.0,14.0,10.0,18.0
250,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-3.469899999999997,1.0,0.0,14.0,10.0,18.0
251,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,1.2576000000000005,0.0,1.0,14.0,10.0,18.0
252,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.10620000000000603,0.0,0.0,14.0,10.0,18.0
253,500.0,30.000000000000004,8.0,20.0,1.0,8.0,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.31810000000000016,1.0,0.0,14.0,10.0,18.0
254,10.0,10.0,5.0,40.0,0.0,12.0,16.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,-7.2914000000000065,0.0,0.0,14.0,10.0,18.0
255,10.0,10.0,5.0,40.0,0.0,12.0,16.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,-7.2914000000000065,0.0,0.0,14.0,10.0,18.0
256,10.0,10.0,5.0,40.0,0.0,13.0,16.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,1.785600000000004,0.0,0.0,14.0,10.0,18.0
257,10.0,10.0,5.0,40.0,0.0,13.0,16.0,0.0,0.0,0.0,1.0,-1.0,48.0,2.0,1.785600000000004,0.0,0.0,14.0,10.0,18.0
258,500.0,30.000000000000004,8.0,20.0,1.0,13.999999999999998,16.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,-7.2914000000000065,0.0,0.0,14.0,10.0,18.0
259,500.0,30.000000000000004,8.0,20.0,1.0,15.0,16.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,-4.953199999999996,1.0,1.0,12.0,14.0,18.0
260,30.0,10.0,14.0,42.0,0.0,15.0,16.0,0.0,0.0,0.0,1.0,-1.0,12.0,2.0,1.4230200000000002,0.0,2.0,14.0,10.0,18.0
261,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.023700000000000557,1.0,0.0,14.0,10.0,18.0
262,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
263,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,-1.0,168.0,2.0,-1.2991999999999955,1.0,2.0,14.0,10.0,18.0
264,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.1989999999999987,1.0,2.0,14.0,10.0,18.0
265,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.909,0.0,0.0,14.0,10.0,18.0
266,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-10.879699999999966,0.0,0.0,14.0,10.0,18.0
267,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,4.335420000000004,0.0,0.0,12.0,14.0,18.0
268,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,4.335420000000004,0.0,0.0,14.0,10.0,18.0
269,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-8.161100000000008,0.0,0.0,14.0,10.0,18.0
270,500.0,30.000000000000004,8.0,20.0,1.0,16.0,16.0,0.0,0.0,1.0,0.0,-1.0,12.0,2.0,1.2576000000000005,0.0,1.0,14.0,10.0,18.0
271,30.0,10.0,5.0,32.0,0.0,16.0,16.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,0.4449000000000014,1.0,0.0,12.0,14.0,18.0
272,500.0,30.000000000000004,8.0,20.0,1.0,10.0,15.299999999999999,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,4.335420000000004,0.0,0.0,14.0,10.0,18.0
273,10.0,100.0,5.0,30.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,-1.0,24.0,2.0,1.5833000000000002,0.0,1.0,14.0,10.0,18.0
274,2.5,100.0,5.0,30.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,1.0,24.0,2.0,1.2576000000000005,0.0,1.0,12.0,14.0,18.0
275,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.31810000000000016,1.0,0.0,14.0,10.0,18.0
276,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.3736999999999991,1.0,0.0,14.0,10.0,18.0
277,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
278,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
279,500.0,30.000000000000004,8.0,20.0,1.0,6.999999999999999,15.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,1.2576000000000005,0.0,1.0,14.0,10.0,18.0
280,10.0,100.0,5.0,30.0,0.0,8.0,15.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,-3.327499999999995,0.0,0.0,12.0,14.0,18.0
281,15.0,10.0,14.0,42.0,0.0,10.0,15.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,1.785600000000004,0.0,0.0,12.0,14.0,18.0
282,500.0,30.000000000000004,8.0,20.0,1.0,11.0,15.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-8.424200000000015,0.0,0.0,12.0,14.0,18.0
283,500.0,30.000000000000004,8.0,20.0,1.0,13.0,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-1.1989999999999987,1.0,2.0,14.0,10.0,18.0
284,10.0,10.0,14.0,42.0,0.0,13.999999999999998,15.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,-3.327499999999995,0.0,0.0,12.0,14.0,18.0
285,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
286,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-4.953199999999996,1.0,1.0,14.0,10.0,18.0
287,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,1.0,-1.1989999999999987,1.0,2.0,14.0,10.0,18.0
288,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,0.3736999999999991,1.0,0.0,14.0,10.0,18.0
289,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-3.469899999999997,1.0,0.0,12.0,14.0,18.0
290,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,8.0,2.0,-3.469899999999997,1.0,0.0,14.0,10.0,18.0
291,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,-0.24029999999999746,1.0,0.0,14.0,10.0,18.0
292,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,-0.24029999999999746,1.0,0.0,12.0,14.0,18.0
293,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,-10.879699999999966,0.0,0.0,14.0,10.0,18.0
294,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,48.0,2.0,4.335420000000004,0.0,0.0,14.0,10.0,18.0
295,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,4.335420000000004,0.0,0.0,14.0,10.0,18.0
296,500.0,30.000000000000004,8.0,20.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,-1.0,24.0,2.0,4.335420000000004,0.0,0.0,14.0,10.0,18.0
